Details,Details,Details,Details,Details,Details,Details,Details,Details,Details,Details,Details,Details,Details,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck,Atck
Les Warrington,18,6,"6'0""",4,377.0,12.0,"AM (C), ST (C)",Altrincham,,,,,,0.0,0.0,0.0,0.0,,0.0,,,12.89,1.67,83.0,1,1.19,3.58,1.19,83.0,,14.0,0.72,0.24,-9.31,3.58,12.89,1.67,89.0,,0.16,0.24,0.0,1.67,0.0,0.09,40.0,40.0,1.19,,3.0,0.7161803713527851,0.15,0.24,0.0,0.0
Dave Oliver,18,6,"5'8""",4,156.0,11.0,M/AM (R),Scarborough Athletic,,,,,,0.0,0.0,0.0,0.0,,0.0,,,21.92,4.04,75.0,1,2.31,0.0,1.73,75.0,,0.0,0.58,0.0,-21.92,0.0,21.92,4.04,83.0,,0.04,3.46,1.15,4.62,4.0,0.41,25.0,25.0,0.0,,1.0,0.5769230769230769,0.17,0.58,0.0,0.0
Conrad Olley,18,140,"6'1""",4,707.0,12.5,"AM (R), ST (C)",Buxton,,,,,,0.0,0.0,0.0,0.0,,0.0,,,11.07,1.27,100.0,1,0.64,2.8,0.51,100.0,,22.0,0.38,0.64,-8.27,2.8,11.07,1.27,84.0,,0.04,1.4,0.38,1.91,5.0,-0.28,30.0,30.0,2.67,,4.0,0.5091937765205092,0.53,0.25,0.0,0.0
Aaron Haley,18,6,"5'10""",4,183.0,11.2,M (C),Banbury,,,,,,0.0,0.0,0.0,0.0,,0.0,,,15.25,3.44,100.0,0,0.98,3.44,0.49,100.0,,14.0,0.49,0.0,-11.81,3.44,15.25,3.44,90.0,,0.08,1.97,0.0,0.49,0.0,-0.07,33.0,33.0,0.49,,0.0,0.0,0.07,0.0,0.0,0.0
Haydn Winslade,17,6,"5'7""",4,111.0,13.1,"M (RC), AM (R)",FC United,,,,,,0.0,0.0,0.0,0.0,,0.0,,,6.49,0.0,0.0,0,1.62,7.3,0.0,0.0,,0.0,0.0,0.0,0.81,7.3,6.49,0.0,95.0,,0.2,3.24,1.62,4.05,2.5,-0.13,0.0,0.0,0.0,,0.0,0.0,0.13,0.0,0.0,0.0
Zach Simpson,20,0,"5'9""",4,2353.0,0.0,"DM, M (C)",Belper,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,67.0,1,0.0,0.0,2.22,67.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,0.09,0.0,0.0,0.0,0.0,0.03,6.0,6.0,0.0,,0.0,0.0,0.05,0.08,0.0,0.0
Llyton Chapman,21,0,"6'0""",4,540.0,11.6,D/M (C),Darlington,,,,,,0.0,0.0,0.0,0.0,,0.0,,,7.33,4.17,100.0,1,1.67,12.67,1.5,100.0,,86.0,0.83,0.33,5.34,12.67,7.33,4.17,88.0,,0.01,0.17,0.0,0.17,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
Cam Chambers,21,100,"5'9""",4,560.0,0.0,D/WB (R),Hebburn,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,100.0,1,0.0,0.0,2.41,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,0.23,0.0,0.0,0.0,0.0,-0.08,20.0,20.0,0.0,,0.0,0.0,0.08,0.0,0.0,0.0
Charlie Whittaker,21,200,"5'9""",4,1341.0,0.0,M/AM (C),North Shields,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,78.0,0,0.0,0.0,1.21,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,0.07,0.0,0.0,0.0,0.0,-0.2,42.0,42.0,0.0,,0.0,0.0,0.33,0.13,0.0,0.0
Adam Heaton,24,0,"5'8""",4,3749.0,0.0,"D (R), M (C)",Shrivenham,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,97.0,0,0.0,0.0,1.56,97.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,0.07,0.0,0.0,0.0,0.0,0.01,50.0,50.0,0.0,,0.0,0.0,0.01,0.02,0.0,0.0
Liam Roberts,18,6,"5'9""",4,148.0,12.4,M/AM (RL),Chelmsford,,,,,,0.0,0.0,0.0,0.0,,0.0,,,28.58,2.43,100.0,2,1.22,0.0,3.65,100.0,,9.0,0.61,0.61,-28.58,0.0,28.58,2.43,89.0,,0.26,1.82,0.61,4.26,7.0,0.0,0.0,0.0,0.61,,0.0,0.0,0.0,0.0,0.0,0.0
Jake Burton,25,0,"5'10""",4,214.0,0.0,ST (C),Belper,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,38.0,0,0.0,0.0,1.26,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,,0.09,0.0,0.0,0.0,0.0,-0.67,47.0,47.0,0.0,,0.0,0.0,1.51,0.84,0.0,0.0
Euan Hastings,19,40,"6'1""",4,2573.0,11.0,D (RC),Tranent,,,,,,0.0,0.0,0.0,0.0,,0.0,,,8.57,4.09,82.0,1,1.29,8.71,1.75,82.0,,59.0,1.92,0.59,0.14,8.71,8.57,4.09,88.0,,0.03,0.07,0.14,1.01,7.25,-0.09,28.0,28.0,4.51,,1.0,0.03497862417411582,0.09,0.0,0.0,0.0
Sam Fishburn,23,0,"6'4""",4,2070.0,0.0,ST (C),Grantham,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,49.0,0,0.0,0.0,0.87,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,0.09,0.0,0.0,0.0,0.0,0.24,64.0,64.0,0.0,,0.0,0.0,0.41,0.65,0.0,0.0
Jonjoe Ruane,19,0,"5'8""",4,163.0,13.5,"M/AM (R), ST (C)",Caernarfon,,,,,,0.0,0.0,0.0,0.0,,0.0,,,17.12,0.0,100.0,0,0.0,0.0,0.55,100.0,,18.0,0.55,0.0,-17.12,0.0,17.12,0.0,90.0,,0.0,1.1,0.0,3.31,0.0,-0.07,100.0,100.0,1.1,,1.0,0.5521472392638037,0.07,0.0,0.0,0.0
Alexandre Manuel,19,0,"5'5""",4,3098.0,11.9,"M (RC), AM (R)",Darlington,,,,,,0.0,0.0,0.0,0.0,,0.0,,,17.14,3.43,90.0,1,1.71,4.33,1.86,90.0,,32.0,1.19,0.46,-12.81,4.33,17.14,3.43,85.0,,0.16,0.87,0.12,1.02,8.75,0.04,41.0,41.0,1.16,,3.0,0.08715300193673338,0.05,0.09,0.0,0.0
